page,name,rate,time,IP,favor,comment
7,南山南酱,未知,2023/12/12 17:11,北京,2,把背景改成现代简直过于狗血老套。
7,Echooo,5,2023/8/24 9:33,江苏,1891,我就站相柳。
7,西梅小苑子,5,2024/4/24 16:38,浙江,3,相柳天蝎涂山璟双鱼也太典型了
7,兔子,4,2024/1/5 15:36,北京,34,两分给檀健次，演太好了！官配磕不起来，随便一个男配都好过男主啊。。。。男装部分挺好看的，换女装后剧情开始做作。防风邶（相柳）太爱了，虽然口是心非的傲娇和内心的自卑让他错失女主。
7,天降奇财,4,2024/3/2 19:07,黑龙江,3,古代的神仙和现代的人相比，除了寿命长一些，其他都比较落后，没有手机也没有医疗美容科，有事时也不能及时通知看完了，挺好看
7,安和桥伴奏,4,2023/8/4 17:22,湖北,767,那些爱过的证据，在相认的时候都成为了刺，夭玹太有宿命感了
7,加特林小水滴,4,2024/4/21 4:34,辽宁,1,我觉得还挺好看的，我一般不乐意看这种扯淡的剧，但是我觉得看了看，还行，布景什么还挺不错的
7,晶辰莹星,3,2024/4/2 19:29,河南,1,好虐但大方的给了三个现实中见不到的深情依然是童话
7,吴钩子,4,2023/12/14 1:05,美国,47,每日一问，小夭为什么不爱相柳
7,Gold Snow,4,2024/1/20 14:41,北京,18,作为大女主兼玄幻言情剧，如何判断四位男主的轻重份量？不是表面的卿卿我我，也不是旁人所见的戚戚相依，而是灵魂深处的共鸣，跨越生死的陪伴，执手赏圆月，并肩游海底，共种情人蛊，陪练射箭术，独立共成长，无奈长相思。相柳的爱，深沉又高级。
7,幼稚园新童鞋,4,2023/8/11 22:27,上海,1389,夭柳党，意难平。
7,奇锅,5,2023/9/28 6:07,德国,23,好看好磕
7,税控AT,4,2024/2/27 22:07,吉林,4,还不错，能看进去
7,Rachel,4,2024/2/2 16:51,江苏,4,虽然总体还可以，但是还是对所有男主都爱女主爱得死去活来的剧情欣赏无能
7,阳朱,3,2023/8/7 14:20,北京,886,E9。开篇漫长的狗血前史（表兄妹、两个人家长陆续惨死，临死都向小孩托孤让“互相照顾”），成年后仿佛一女n男的rpg恋爱游戏。女扮男装成药剂师的女主，救了家世显赫的重伤男狐；制药技能引起男三敌国大妖将军注意，要求定期提供毒药，以及吸血服务；男一表哥忍辱负重四处寻找女主，也在小镇落脚，却为了替身妹妹伤害女主…三个男的轮番出场和女主或虐或甜。三种cp模式，颇不讲武德（表兄妹-真假美人鱼or黑白天鹅；九头妖-吸血鬼式危险情人；狐妖-狐狸报恩+忠诚男仆）。好处是女主成年后人设有点意思且一以贯之（estp，现实、满不在乎），几个男主也算有机联系，代表不同国家势力杀来杀去，让女主难做人。选角拖后腿：表哥需要极深的自咎却找了气质轻慢的演员；九头妖需要高大却找了矮子。
7,迷离君·°?,3,2024/1/5 1:56,江苏,1,后面变low了
7,桃支,5,2023/10/23 22:32,福建,63,先说结论，感情戏真的处处名场面，权谋部分弱的很儿戏。相柳太绝，危险又迷人，和小夭的那种互相吸引，宿命般的拉扯感太戳我，那头白发也是点睛之笔。叶十七也很好，非常好，善良温柔又包容体贴，所以当他被世俗束缚成涂山璟，他的挣扎和无力更让人揪心了。两个男人都很好，小夭不可以左拥右抱吗？！骨科我还是有点不行，哥哥是好哥哥，就是一直需要小夭保护，太不争气！
7,黑岩funky,5,2024/2/6 21:27,北京,32,感谢檀哥演了相柳。从此我是相柳的追随者，檀哥的炭火。感谢2023年的相遇～
8,这个手刹不太灵,5,2023/8/6 16:40,广西,4927,太爱九命相柳了檀健次演技好好！我好爱！
8,T、S,3,2023/8/3 10:27,吉林,9,因为我是看过小说的，杨紫变回小夭剧情就越来越不好看了。张晚意没看出啥亮点，相柳演的还行，代露娃还行，邓为演技差点意思，前期叶十七很好。变回涂山璟演技直接灾难式大崩。整体高开低走，后面真差点弃剧了，特效十分歹毒，钱哪去了？为了省经费把烈阳和阿獙这俩神兽删了！太难受了，神话改编没有跟山海经靠边的概设特效，水龙头流血创飞我了，高能梅林场面也假得不可思议。
8,林帛,4,2023/10/2 15:01,上海,18,其实还是几男都爱我的老套路。但，不得不说，在这真情稀缺的年代，叶十七这样的男设，依旧能一个老阿姨嘴角上扬。我们其实都跟小夭一样，什么都知道、也会自己扛。但如果遇到这样的人，依旧会无法抗拒。这是人性，最真切的对温暖依恋信任的渴求。不过如果真的要写大女主剧，还是应该让涂山璟后面也不再一味等待，他也会离开。就像小六说的，没有人会一直等待。这才是，这个年代人心最真实的样貌：）我貌似太狠了点。算了，还是让十七陪着小六吧。
8,笙笙。,4,2024/1/9 19:49,浙江,14,炎黄之争、诸神之战、戎马倥偬、逐鹿中原，宏大的上古神话史作叙事背景，就决定了《曾许诺》与《长相思》不可能是二流小说。可喜的看到剧版做到了完全地的还原，哪怕最为夭柳党也被张晚意的演技折服，他是当之无愧的男主，因为虽然女主有三条感情线，但整部剧却是已黑帝登上皇位一统天下为背景的。为相柳心痛十几年，看了剧更加心痛，“天上鹣鲽不独飞，水中鸳鸯会双死”，爱极必伤，情深不寿，相柳是真正践行了阿珩说的“如不守诺何必许诺”。过了十多年终于渐渐懂了，小夭和他正如小夭父母，是注定无法在一起的，这就是极致的BE美学。
8,拜见冥王,3,2023/8/27 15:57,北京,34,前18集有意思，关于因爱而生的错误，相当于猫妈妈的毒奶。小幺的“不要等待”论也蛮符合当下人的思维：不去爱，就不会有伤害。人物关系是复杂的，立体的，就问哪个男主能像张晚意这般又正直又招人恨？18集后又是庙堂阴谋腹黑论那套，落入俗套。
8,坂本枏一,5,2023/7/25 2:53,河南,3704,牛掰死了，头一次看到编剧手里这么不值钱的女主。三个男主真的都很疯p，好久都没过好奇过一个剧后面该咋演了，希望上下季一定得连播啊
8,青苹果,4,2024/1/17 19:13,,15,荡气回肠，女性感情的三个层次，最高境界，也许是相柳的，那就注定不能完美
8,Alphaeus,4,2023/8/8 14:13,上海,1633,被多方安利看了一眼，入坑……哇，杨紫真的是旺男主，每对cp都好磕～～～三位男演员，演技在线，气质出众，个性鲜明，太难得了……
8,渔舟唱晚,1,2024/4/11 11:54,河北,56,又是一个丑女配三个帅哥，心疼男演员，对着一张硅胶脸怎么下得了嘴
8,栗子李,3,2023/8/31 10:45,安徽,36,刚看的时候觉得很还原，但是吧，它好像把每个观众都当成了读过原著深知剧情的书粉，各种剧情走马观花一样匆匆一瞥，太轻描淡写了，那些深刻的情感就显得很奇怪还是很不喜欢涂山璟。当年看书，一直当表哥是路人配角哈哈哈哈，相柳我也当无竞争力男配的，那时候年纪小，哪知道除了男女主还能这么嗑
8,王一雕,3,2023/8/27 15:02,浙江,240,看过b站的相柳cut以后垂直入坑檀健次！
8,每天都要喝牛奶,3,2024/1/9 19:06,四川,4,越往後看越心累
8,才下眉头,4,2024/2/12 18:39,美国,11,在人声鼎沸时，想必相柳已习惯一个人落寞。礼花声中，向我的孤勇英雄敬上一杯，去他的道德礼法、功名富贵！世人皆爱慕虚荣，而世间最孤寂加我一人，陪你到尽头。
8,Winterm?rchen,4,2024/1/10 0:09,北京,16,十年前的小说粉延迟打卡，小夭认错母亲的场景真是神还原，赚足了我的眼泪。确实get到了杨紫的演技，同时感谢这部剧让我pick了张晚意和檀健次！玱玹真的要感谢张晚意，如果不是他来演，不知道会被骂的多惨，而晚意确实能顶得住特写大镜头，丰富的眼神戏一下子就把玱玹的内心交代了，戳人心窝子，更别提那台词和声音了，圈粉妥妥的。相柳就不说了，原著中最爱的人物，感谢檀健次演活了相柳和防风邶。整部剧比书写的视角好很多，唯一不足的是有些大场面的戏明显导演功力不足没hold住。还有实在讨厌防风意映的那些戏。。。
8,岚小壹时光琐碎,5,2023/8/24 10:35,湖北,926,啊啊啊啊啊啊我的宝宝蛇啊啊啊啊啊我的宝宝邶！！！！！！！！！！！！！紫妹一拖三能力不是盖的，前期演男生我也想不出还有哪个小花能演的比他好，这部戏我终于get到檀健次了，相柳人物属性加成再加上檀健次那会说话的眼睛，真的有好好琢磨人物进行好的演技尝试，成就了相柳也成就了檀健次！！！美强惨谁不爱啊！！！
8,多丽多丽,4,2023/11/2 20:28,广东,5,能把这部剧看完全凭几位演员撑着，其实这部剧剧情挺水的，罗里吧嗦很冗长。ps.檀健次的相柳扮相还挺吸睛！
8,OREO,5,2023/9/21 23:06,北京,19,看上瘾了
8,高筱筱,5,2023/7/31 11:10,北京,2705,邓为，张晚意，檀健次古装真的太可！！！
8,晚风云意,5,2023/8/29 16:02,吉林,283,涂山璟太迷人了吧
8,智盎,4,2023/7/28 11:04,广东,2032,我璟不像其他男主专搞事业，只想纯纯当个小娇七，守在小六身边，他就像是老天赐给小六的礼物，永远不离不弃，相伴相依
9,七號風球,3,2023/8/24 9:48,贵州,30,破命运的谜语
9,有志者事竟成,4,2023/12/30 21:48,江西,5,重过程的剧，很精彩。
9,未琢 ?,2,2024/2/26 22:49,辽宁,9,一女四男，玛丽苏古偶，前期太虐，毒点太多了，相柳拧巴的点让人反感，恋爱线太多了，价值观乱七八糟，真是狗血加反人类了。
9,Sally,4,2023/10/11 10:48,美国,27,这部剧作为一部古偶拍得很不错。故事性和人物塑造都很成功。甚至这部剧还引发了大量关于爱情和女性价值的讨论，对本来很肤浅表面的立意略有提升。杨紫没有让我失望。表演自然无痕，在搞笑和搞哭方面太有天赋了！三位男主也个个出彩。每一位都有可爱可恨可怜可气之处，是编剧把女性对男性的所有幻想期冀的浓缩。必须要提的是这部剧颜值严重超标，演技也都在线，故而想不爱上任何一人全身而退可不容易呢。
9,灵溪,5,2023/8/29 13:13,北京,193,整个夏天日日追剧的沉溺的感受遥远得像是上一辈子，虽然是四男一女，古早偶像剧的配置，但演出了正剧的深度，人总觉得一切感情不过是某种爱情的变体，其实人的复杂程度超乎人的想象，把各种感情都矮化为爱情不过是偷懒和浅薄罢了。道尽人的复杂是一切文艺作品的使命，我想长相思似乎摸对了门，而且女主身上让我看到了慈悲的力量，纵然获得这种力量首先要经历非人的痛苦，但也应该获得最纯粹的感情。
9,Domy,3,2023/10/7 21:09,四川,5,左右横跳啊。
9,不知秋,4,2024/1/11 20:48,广东,4,邓为好帅啊！！！！
9,momo,5,2024/2/25 20:36,黑龙江,3,目前清水镇部分是我最爱的part玟小六相柳玱玹丰隆都不错阿念蓐收也很好之后回归大王姬部分也就是防风邶那一part喜欢看一些等第二季上线中
9,楽无,3,2024/5/1 21:39,河北,0,奶头乐
9,叶心,4,2023/8/18 13:08,四川,390,看过小说后再来看剧，对于选角和剧情都很满意，尤其是对相柳，看小说就觉得其实真正意难平和长相思的人是小夭对相柳，其实开始我也不理解夭柳的感情，后来慢慢明白，是因为他们有相似的成长经历，而相柳又深知二人立场不同，注定只会如同小夭父母一样没有结果，所以宁愿默默守护，并时不时展现自己残忍的一面，就是为了时不时推开对方。看完对相柳多了许多的心疼
9,树上,4,2023/8/4 19:53,安徽,0,更新：半年后开始倍速补剩下的剧情，演得很好啊，把桐华最擅长写的情意演绎到位了，人设剧情还原原著很难得，这年头不魔改已是烧高香，镜双城你欠我的拿什么还！———以前对曾许诺比较喜爱但没看完长相思。只看了两集就不打分了。就第一集的回忆部分而言，很尊重曾许诺，也选用了我最有印象的昌意葬礼高潮剧情。对嫘祖和阿珩的演员没有意见，但是感觉过于温柔。昌仆演得很好，倒进墓里让人想哭。昌意虽然没出现，也改了名字，但是想到他就心痛，还有青阳……葬礼场面与我记忆中想象场景不一样，太小了，也弱化了紧张感和冲击性，但小朋友和演员不错。配乐尤其是颛顼长大后思念小夭的bgm很好听。缺点就是节奏太慢了，一直在渲染气氛，有时候可以在一个镜头里呈现的信息分成了好几个镜头，老感觉差口气。
9,momo,2,2024/1/18 12:52,广东,8,比同类片好一点，如果它们都有一星，那么这部有一点点演技和一点点逻辑的该有两星。虽然都是老桥段经典虐恋
9,luckyjinx,5,2024/4/23 11:38,北京,4,上头。但是！忍不住看了书的结局，感觉不敢看第二季了，生活已经够苦了，编剧能不能放过观众，求求别写死，都长长嘴吧?最钟意相柳，第二是哥哥（因为哥哥女人实在太多），邓为也很仙，单纯觉得角色差了点男友力。就算不和女主在一起，真的希望三个都能有好结局，见不得任何一个伤心啊?
9,斋生,5,2023/7/24 19:44,新疆,6488,小说成精！感谢紫姐！感谢剧组！
9,MissMo,4,2024/1/26 13:59,上海,4,这部剧更多的是遗憾带来的可惜，所以4星鼓励。遗憾邓为呈现的形象气质都很贴涂山璟，不富裕的演技却让官配线以及其他线（主要是夭玹）都有不同程度的崩塌；遗憾剧本（原著小说）先天不足，浪费了紫檀晚的演技，甚至是演技拯救了部分剧情的不自洽；遗憾导演的镜头和剪辑能力实在是欠缺，很多花絮里看着很不错的表演，被后期整得不伦不类，导演对演员的调教和剧本解读也很一般（我觉得涂山璟演偏了，跟导演现场说戏跑偏很有关系。本身演员演技就不足，你还不好好调教。只注重撒糖忽略人物身份逻辑，太小家子气）。更别提特效，如果是《步步》的导演+《香蜜》的特效，效果会更好一些。不敢太期待第二季，但还是可惜演员和大制作了。
9,Iris Cedar,4,2023/8/16 0:49,河南,0,第一季还不错，邓为就是涂山璟小狐狸，感谢杨紫张晚意把复杂的小夭和哥哥演的有血有肉，也更理解他们了。其他就算了。
9,风雷,3,2024/3/24 20:29,北京,0,画面没的说，演员们基本都演技在线。就是这以女主为首的稀碎的行为逻辑是咋个回事……一看作者哦……再一看小说年份……哦…………
9,lanay茶茶,4,2023/7/30 20:46,天津,1682,看杨紫演的戏总是能让人共情邓为害羞的样子好可爱
9,小玄,3,2023/8/29 16:04,广东,33,看过鹤唳华亭，玱玹的声音跟萧定权的好像啊，已经被这个嗓音迷倒了
9,HANASOSO,2,2023/9/29 20:51,四川,14,2023.9.25-9.28
10,tempremental,3,2024/4/30 13:46,加拿大,1,看了11集了，女主还是个男的?但是变回女的之后的夭璟官配很好磕，涂山璟太会了一直疯狂情话输出…骨科嗑不到一点，苍玄前期对女主真的一塌糊涂啊。夭柳在船上那段有嗑到，不过感觉就是止于暧昧了，两人都不想向前跨一步
10,小呀嘛小匆匆,4,2024/1/5 7:42,英国,7,看了3次终于在第三次的时候看进去了看进去以后就停不下来了||男主们没一个好东西||颜值每个都在线养眼所以电视节目确实是需要这些俊男美女啊
10,小蕾,3,2024/2/3 9:24,泰国,1,不知道为什么豆瓣评分那么高我觉得就是一个女人和四个男人的故事而且爱的都稍有些奇怪表哥的爱在古代是可以结婚的在剧里后面演绎的就是不能成婚璟那么聪明还不能和小夭联手斗掉防风意映？再说小夭是王姬他家应该巴不得要和皇家联姻至于那个相柳采用吸血恐吓的那种交流方式我真是接受不了不管他多么付出生命心头血之类的救小夭总之有点别扭的情感戏但里面的情感纠葛和兄妹怎么互相帮助救赎倒是挺说的过去的
10,我改名字了,5,2023/8/22 12:51,北京,467,其实快进了很多，有些台词也很尴尬，但我真的好喜欢好喜欢涂山璟啊！！！！好久没有这么喜欢一个角色了呜呜呜，小狐狸，小茶狐，小乖乖，我可太爱了！！就冲涂山璟这个角色也得给五星
10,fairyta,5,2023/12/12 15:03,俄罗斯,27,谁爱谁其实很明显。如果你很用力很克制都还是害怕一个人会人梦，只能说你的心早已为他所动了。依靠给予安全感的人也是一种喜欢。但是那是经过大脑的理智选择，不是下意识的情不自禁。小夭爱相柳，对十七只是喜欢。小夭不想毁诺，因为自己在玉山苦苦等待哥哥去接自己。哥哥没有遵守诺言，她很伤心。她只是不想十七变成另一个自己。因爱生怖。害怕相柳。因为爱。小夭给了叶十七信任。欢欢喜喜去，却没想到遭到背叛。小夭是知道不要抱期待，只靠自己的。所以信任很难。叶十七的背叛给了她重重一击。她认定是自己看人不准，开始怀疑自己了。再次遇见，心里很难受，却不是爱的留恋，而是自我怀疑自我反思，反思自己怎么会那么迟钝。接吻都能从小白兔变成大灰狼，又怎么不会从楚楚可怜变成致命一击
10,清凉油豪情万丈,4,2023/8/27 12:44,澳大利亚,377,看这部剧最大的收获—认识了檀健次(●ˇ?ˇ●)相柳演得真好
10,小眼睛爱笑眯眯,4,2023/10/1 16:37,浙江,16,没看到过书，第一季看完还没怎么搞清楚什么王什么氏的?剧情好丰富，男主有三个，都好爱女主。一开始最爱温柔善良的小狐狸，不过这退了三十多集还没退掉的婚约真是让人无语。反观九头蛇，爱得好隐忍，虽然觉得跟女主立场不同，一直没敢向女主表白，但是却舍命相救，护其一生周全。而哥哥是随时都在守护妹妹，随时在吃醋，但是又为了自己的称帝大业，不得不把妹妹的幸福当成政治的牺牲品。
10,重返61号公路,4,2024/2/13 14:28,贵州,4,我选赤水丰隆。
10,方青,2,2024/4/4 2:54,上海,5,确实比其他古偶多出一颗星，并不是硬件有多牛逼，而是几位主演演技尚可。杨紫确实是古偶演技天花板，毕竟正剧出来的，加上同行都在瞪眼嘟嘴狂叠滤镜。张晚意檀健次次之，邓为确实被对比拉了。我瞅着这剧也别拼大女主赛道了，直接整个现实主义择婿教学，里边仨男的典型的一塌糊涂，一个不聪明的狐狸，一条有生殖隔离的蛇，一个是不做人的人。女主角的人设明明挺有看头的，既具备嘲讽能力又能完成从男性到女性的转换，可惜也浪费的差不多了，后期变成传统型女主角后人物魅力直线下降，变得絮絮叨叨乏善可陈。现在回想一下，感觉确实没什么带劲的古偶啊，琅琊榜是权谋，知否算宅斗，古偶到底逃脱不了偶像剧的原罪了
10,橘次郎的夏天,4,2023/7/25 16:49,北京,2014,剧组审美在线的，三个男主气质一眼就能辨认出来。
10,十一块小饼干,2,2024/3/23 22:42,广东,4,这三个男的都不行啊一个优柔寡断只会一张嘴说一个闷头付出不会沟通情绪不稳定一个骨科要搞事业还得搞其他女的来者不拒。杨紫演技在小花中很好，但是长得还是太科技不自然，不适合演玛丽苏，求求不要再演仙女了。
10,宇宙火机,3,2024/2/4 0:58,四川,0,这剧情像被夺了舍，怀疑中段之后有灵魂主创提前拿到尾款连夜打包跑路
10,chole蛮,3,2023/8/16 22:25,北京,0,7导演韩式静态审美，分镜、机位、打光都有不足，大场景调度差，撮而小国的审美没法承接国产剧的恢弘叙事。实景很难找吗？部分特效土且五毛，多处段落设计一般，后期壕但审美不足缺少想象力。扣分。演员抬剧，同期声台词功底俱佳，清水镇建新如旧烟火气浓！苍玄爱江山做寡人，夭玹家国大事权谋，但演纨绔总像是要舍身取义；璟绿茶嘴炮大师，夭璟囿于小情小爱红袖添香抚琴饮啄，璟接不住戏张力不足，不像是曾惊才绝艳的青丘公子，丰隆肖之都不像有国家大事的智慧；相柳立绘饱满敏感孤僻隐忍克制，温柔是携夭遨游海阔天空市井风情制最毒的药教最精妙的箭术，相同的性格底色，对世人世事有相同的悲悯与洞悉，对手戏张力十足。可他终究是相柳不是邶，不愿用情义束缚夭，然背负一切之人如何一争岁月静好，可惜可叹。夭的对照组，第一选择亦不是夭
10,离我远一点儿,5,2023/12/11 13:38,北京,37,扛夭柳大旗等着第二季！注定BE但就是爱邶比???
10,伊依然然,3,2023/12/13 16:23,陕西,32,除了和相柳的戏份比较好看其他的基本都是快进看完的看完最后一集发现结束的很突兀没想到还有第二季怪不得了
10,七月,3,2024/2/15 2:29,江苏,0,三星半
10,文ちゃん,4,2024/2/11 11:47,山西,3,不以爱的名义利用小夭坚定地站在小夭身后怕也只有涂山璟了
10,kinkin,5,2024/1/31 22:23,山东,20,为相柳疯狂打call，爱而不得最戳我，明明小夭也对他动心可是就是不能在一起，太让人心碎了。甘愿种下情蛊，说着最毒的话，却做着最柔软的事，相柳终成我的意难平。涂山璟一直在卖可怜，这个演员也没长在我的审美点上，有点像肖战，另外他背后的一大堆烂摊子，什么奶奶，未婚妻，哥哥，看到就心烦；玱玹则是太充满算计的一张脸，总有点心狠手辣的感觉，还多次利用小夭，加上张晚意说话有点用力过猛的感觉，演的痕迹有点重。还是抵不住檀健次的桃花眼，他明明在笑，心里却在哭?，一直陪小夭，救她，惺惺相惜，多希望他们能无拘无束浪迹天涯。最后，小猴紫仍然非常可爱，总是莫名就被她感染，眼泪也不受控制流下来了。第二季啥时候播，提前剧透了不满意啊！相柳别死啊！
10,爱学习的锦鲤,3,2023/12/30 22:28,山东,2,杨紫，始终这种感觉
10,吴白五,3,2023/10/13 12:58,吉林,50,能理解为啥女主选择涂山璟，但就是不喜欢这类男主。
11,momo,4,2023/10/11 0:15,重庆,19,整体对原著的呈现不错的，有加分。张晚意的玱玹和邓为的璟都是惊喜，本来是两个原著中不太讨好的角色，反而成了亮点。
11,呦呦鹿鸣,3,2023/10/12 9:06,江西,26,没意思，拧巴
11,洒春茶,4,2023/8/27 15:35,瑞典,97,各位主演的演技实在没话说的紫的演技让我想去看一下香蜜如何
11,二郎腿毛,3,2023/8/22 11:34,浙江,66,又是前面精彩后面疲软
11,超人,5,2024/3/18 12:17,海南,0,这么高密度的抒情简直已经有了吸毒质感。但是不得不说，能把这么高密度的抒情控制得这么细腻丰富，还是让人很佩服的。明明可以过把瘾就死的一次看完，因为这个莫名其妙的新规必须卡在中间，跟躺在ICU一样难受，服了。
11,晒兜/shadow,3,2023/10/4 0:44,浙江,46,相柳设定太绝了。演员也抓住了机会。
11,Mungdei,5,2023/8/12 21:33,湖北,1157,夭玹be是宿命，he不了一点，以后玱玹只能像他爷爷一样一个人吃年夜饭。一个人长相思了。二搭吧，就当夭玹下辈子在一起了。想了很久还是给了五星，缺点真的很多，导演配乐真的不够格，腾讯你是不是在捧新人导演啊？但是这是杨紫和张晚意的哥妹啊！以后有没有二搭很难说QAQ杨紫二搭的男演员好少，所以我只能珍惜还有什么办法？？？?腾讯组个民国本子给他们搭啊！！！
11,秋,4,2024/4/1 20:40,江苏,4,之前觉得就是是可以而已。毕竟紫妹就是稳定发挥而已。但是从与凤行过来，觉得这部一对比可就太好看了。
11,insanity ver.,3,2024/2/22 13:20,浙江,3,艰难看完……某狐没演技演贝，太拉垮，后段和女主对手戏全程拉进度条，真的要疯
11,SASO,4,2023/12/14 3:34,北京,17,俩科班主演原声太加分了
11,仙儿,4,2023/10/16 1:18,北京,7,很成熟的古偶制作，爆款不是没有理由的～
11,吐槽狂人叔本华,1,2023/10/18 0:10,广东,454,真心希望女性自尊自爱自信自强，而不是妄图通过被男性爱上，并自毁来获得被爱的精神胜利。
11,武东飞啊…,2,2024/3/12 19:28,北京,6,我看了个啥？古偶越来越为了虐了虐……
11,稻垛,3,2024/4/9 13:23,北京,0,很喜欢蚊小六部分，后面有些无聊
11,叮咚～,5,2024/4/7 10:45,河北,7,为檀健次的演技高分！
11,折璃,3,2023/10/1 9:54,广西,6,第一季差两集没看完……这个剧的宫斗水平就是没有水平，女主男身的时候好看，换回女装纠结于三个没用男人以后就不行了，对，三个男的都不行，希望女主独美……
11,沙漠的小螃蟹,4,2024/1/22 22:30,云南,5,古偶里的高配吧。四个男性角色都很帅气且各有风格，除了两个略生涩以外，另两个演技都到位。女主也很好，没有恋爱脑，比较清醒，她知道要帮助男主，也明白与男二无法走下去，干脆不抱幻想选择男三，这样情绪稳定、智商还算在线的女性在国产剧很难得。没装傻白甜，也没夹子音，我很欣赏。
11,月亮很亮很凉,2,2023/9/25 21:24,上海,51,剧情拖沓，追不下去
11,mi,4,2024/2/3 16:44,北京,4,看下去了，还带有三分真心地磕了
11,麦兜卖菠萝油,3,2024/2/15 21:58,安徽,1,我怎么去年暑假看完没标记？杨紫的小夭就是最合适的，演的相当到位，而且看采访她的理解也是非常准确的，她就是书里走出来的小夭。但是剧本改编和场面拍摄配不上演员演技，小夭变回大王姬以后剧情比较拖沓，没什么实质内容，小夭的性格也变得黏黏糊糊的不太讨喜，再有就是很多大场面拍的小里小气，看完感觉就这？？其实三个男主我都不是很满意，邓为的涂山璟演技不太够，檀健次的演技最好，低音炮声线迷人打戏好看，但是剧本的人设远不如书里的相柳有魅力，张晚意的表哥跟杨紫有好几个名场面，但是有时候演技有些呆呆的，就是有点木。ost一开始觉得都有点平一般般看着看着跟有些场景还蛮搭的，毛不易的《有你无你》和张杰的《万物不如你》还挺有氛围感的。还是期待第二部的搞快点吧！
12,沐赟瑶瑶瑶,3,2023/8/26 22:31,江苏,0,高开低走，女主人设问题是没有自己的行动，苍玄线能不能认真搞点权谋。--------看过桐华小说改编两部电视剧下来，发现女主都有个共性就是都没有自己明确要做的事情，乐于思考但在行动上一直处于一个被动接受的位置？不知道女主是否也反映了作者的心理。--------想看entj和intj对手互殴吗？想看entj爱而不得发疯吗？想看intj爱而不得自创吗？想看infj贴身相伴用实力诠释f强势攻心吗？想看entj嫉妒infj的温柔，intj嫉妒entj和entp的同盟，infj嫉妒entp对intj的动心，三人互相乱杀吗？想看intj、entj和infj众星捧月宠着entp吗？想看intj想从entj掌控下和infj和怀抱里带走entp却被拒绝吗？entp好日子，尽在《长相思》。
12,1.也不能的陈能,2,2024/1/26 19:51,重庆,15,受不了什么鬼要不是檀健次这部剧完全没法看
12,??,3,2023/9/8 22:36,浙江,14,清水镇的部分最好看，在几个男主间跳来跳去，第二部表哥会上大分吧，狐狸和男大也挺有意思
12,柒宝の全世界?,4,2024/2/1 23:09,湖南,14,看小说喜欢璟，讨厌哥哥，对相柳没啥感觉。看剧，喜欢璟，喜欢相柳，讨厌哥哥～不得不说谈个檀健次的相柳太贴脸了～下半部快点播呀～
12,Bibibibibi,2,2024/3/2 19:28,江苏,5,节奏太拖沓，五毛特效
12,拂晓醉晨光,4,2023/7/24 21:33,北京,1823,这剧最神奇的是几个男主的线捋的都很清楚，每段关系都有非常合理的开始、发现，而且出来一个我磕一个完全不受影响，比我预想的好太多了！
12,伍贰零叁舍长,3,2024/2/29 17:04,广东,3,主角团除了某人都有演技，让我硬是看完了这无语的剧情……
12,奥利奥奶茶,4,2023/8/24 11:30,加拿大,137,好看?第二季什么时候来？杨紫终于把原本的好演技发挥出来了，选剧本选角色真的很重要！张晚意把一个杀伐决断、深情又隐忍的上位者刻画得很动人，这人设换个人演可能会演砸，其他男主人设挺好演得中规中矩吧，期待第二季
12,蛰伏的文子,3,2024/3/3 9:12,上海,3,比较喜欢清水镇的部分，身份回归之后剧情就非常无聊了，只跳着看了小夭和相柳的互动，似乎这样的爱情或者这样的人设有点趣…整体应该也就两星，剧本的锅
12,缘雪,3,2023/10/4 6:57,上海,22,没看过原著。就这仨人设来说，未免落了俗套，把剧情往裹脚布方向带了。相柳本是人设最好的，但后续情感太外露了；璟没了自我，本是痴情表现，但又好像智商欠费；玱玹就是标准爱而不得，从来都不是良配，却又不甘只做哥哥。只能说，打发时间勉强可看吧，但真的剧情太拖了。
12,小砂,3,2023/12/31 19:59,爱尔兰,0,一直羞于标记的一部剧，在朋友家吃饭打了一天麻将看的，神奇的是我们到他们家从十几集开始看起还双倍速度竟然完全不影响剧情理解。长相思的小说（我还看过，好羞耻）本来就足够玛丽苏了配上前司工业糖精的加工，台词能憋到内伤，确实非常影响打麻将体验。不夸张说我朋友老公因为刚好正对电视剧，那天麻将一输三。但是神奇的是比对目前国产偶像剧的水平，这部能看下去就算成功了，目前国产甜宠剧标准真的是二倍速能下饭就还行了。
12,DZeer,4,2024/2/15 16:53,上海,13,不磕夭柳了：）小夭不值得，看着看着再来补一句，我的相柳一定是个T人，明知道没结果的事就连一毛钱希望也不给得了
12,四季花纷落如雨,4,2024/3/9 22:47,北京,6,为相柳来看的！相柳满分！
12,玛吉,5,2023/8/18 9:44,浙江,453,夭柳党
12,jenstylinson,4,2023/7/24 21:21,澳大利亚,3017,审判了四级比香蜜好看是可以说的吗
12,baby愛,4,2024/1/8 13:51,陕西,7,不俗套的剧情，很正的价值观，精湛的演技，温馨的结局，这就够了。
